,Bill Number,Title,Link,Description,Last Action,Governor Signed,Sponsors,Subjects,Session,Types,Last Action Date
1547,HB19-1263,Offense Level For Controlled Substance Possession,/bills/hb19-1263,"Concerning changing the penalty for certain violations pursuant to the ""Uniform Controlled Substances Act of 2013"", and, in connection therewith, making and reducing an appropriation.",Last Action:05/28/2019 | Governor Signed,1,"Rep. L. Herod, Rep. S. Sandridge, Sen. V. Marble, Sen. P. Lee","Courts & JudicialCrimes, Corrections, & Enforcement",2019 Regular Session,Type:Bill,2019-05-28
1548,HB19-1264,Conservation Easement Tax Credit Modifications,/bills/hb19-1264,"Concerning programmatic efficiency of the conservation easement tax credit program, and, in connection therewith, increasing the transparency of the program and making an appropriation.",Last Action:06/3/2019 | Governor Signed,1,"Rep. D. Roberts, Rep. J. Wilson, Sen. F. Winter, Sen. K. Donovan",Natural Resources & EnvironmentState Government,2019 Regular Session,Type:Bill,2019-06-03
1549,HB19-1265,Right-Of-Way For Snowplows In Echelon Formation,/bills/hb19-1265,"Concerning the penalty for a person who passes a snowplow that is performing its service function in echelon formation with at least one other snowplow, and, in connection therewith, making an appropriation.",Last Action:05/17/2019 | Governor Signed,1,"Rep. D. Esgar, Rep. M. Soper, Sen. B. Rankin, Sen. F. Winter",Transportation & Motor Vehicles,2019 Regular Session,Type:Bill,2019-05-17
1550,HB19-1266,Restore Voting Rights Parolees,/bills/hb19-1266,"Concerning the voting rights of persons serving a sentence of parole, and in connection therewith, making an appropriation.",Last Action:05/28/2019 | Governor Signed,1,"Rep. L. Herod, Sen. S. Fenberg","Crimes, Corrections, & EnforcementElections & Redistricting",2019 Regular Session,Type:Bill,2019-05-28
1551,HB19-1267,Penalties For Failure To Pay Wages,/bills/hb19-1267,"Concerning criminal offenses for failure to pay wages, and, in connection therewith, implementing recommendations from the Colorado human trafficking council.",Last Action:05/16/2019 | Governor Signed,1,"Rep. J. Singer, Rep. M. Froelich, Sen. J. Danielson, Sen. R. Rodriguez","Business & Economic DevelopmentCrimes, Corrections, & Enforcement",2019 Regular Session,Type:Bill,2019-05-16
1552,HB19-1268,Assisted Living Residence Referral Disclosures,/bills/hb19-1268,Concerning a requirement that a referral agency make disclosures to a prospective resident of an assisted living residence.,Last Action:05/13/2019 | Governor Signed,1,"Rep. J. Singer, Rep. K. Van Winkle, Sen. N. Todd, Sen. D. Hisey",Health Care & Health Insurance,2019 Regular Session,Type:Bill,2019-05-13
1553,HB19-1269,Mental Health Parity Insurance Medicaid,/bills/hb19-1269,"Concerning measures to improve behavioral health care coverage practices, and, in connection therewith, making an appropriation.",Last Action:05/16/2019 | Governor Signed,1,"Rep. L. Cutter, Rep. T. Sullivan, Sen. J. Ginal, Sen. B. Gardner",Health Care & Health InsurancePublic Health,2019 Regular Session,Type:Bill,2019-05-16
1554,HB19-1270,PERA Public Employees' Retirement Association Board Assess Climate-related Financial Risks,/bills/hb19-1270,Concerning a requirement that the board of trustees of the public employees' retirement association take certain actions in connection with climate-related financial risks to the various trust funds managed by the association.,Last Action:04/8/2019 | House Committee on Finance Postpone Indefinitely,0,"Rep. E. Sirota, Rep. C. Hansen",State Government,2019 Regular Session,Type:Bill,2019-04-08
1555,HB19-1271,Augmention Of Instream Flows,/bills/hb19-1271,Concerning a clarification of the authority of the Colorado water conservation board to augment stream flows with acquired water rights that have been previously decreed for augmentation use.,Last Action:04/17/2019 | Senate Committee on Agriculture & Natural Resources Postpone Indefinitely,0,"Rep. J. Arndt, Sen. D. Coram",Water,2019 Regular Session,Type:Bill,2019-04-17
1556,HB19-1272,Housing Authority Property In Colorado New Energy Improvement District,/bills/hb19-1272,Concerning housing authority participation in the Colorado new energy improvement district program.,Last Action:05/30/2019 | Governor Signed,1,"Rep. S. Bird, Sen. F. Winter, Sen. K. Priola",State Government,2019 Regular Session,Type:Bill,2019-05-30
1557,HB19-1273,Colorado Partnership For Quality Jobs And Services Act,/bills/hb19-1273,"Concerning the creation of formal labor-management partnership agreements between state employees in the state personnel system and the executive branch of state government, and, in connection therewith, creating the ""Colorado Partnership for Quality Jobs and Services Act"".",Last Action:05/9/2019 | House Committee on Appropriations Lay Over Unamended - Amendment(s) Failed,0,"Rep. D. Esgar, Sen. L. Garcia, Sen. B. Pettersen",State Government,2019 Regular Session,Type:Bill,2019-05-09
1558,HB19-1274,Board County Commissioners Delegation Subdivision Platting,/bills/hb19-1274,Concerning the ability of the boards of county commissioners to delegate to county administrative officials certain land use determinations affecting subdivision platting.,Last Action:05/31/2019 | Governor Signed,1,"Rep. M. Snyder, Sen. D. Hisey",Local Government,2019 Regular Session,Type:Bill,2019-05-31
1559,HB19-1275,Increased Eligibility For Criminal Record Sealing,/bills/hb19-1275,"Concerning increased eligibility for the sealing of criminal justice records by individuals who are not under supervision, and, in connection therewith, making an appropriation.",Last Action:05/28/2019 | Governor Signed,1,"Rep. M. Weissman, Rep. M. Soper, Sen. P. Lee","Courts & JudicialCrimes, Corrections, & Enforcement",2019 Regular Session,Type:Bill,2019-05-28
1560,HB19-1276,Ninth Grade Success Grant Program,/bills/hb19-1276,"Concerning providing financial support for comprehensive programs to assist ninth-grade students in completing high school, and, in connection therewith, creating the ninth grade success grant program, and making an appropriation.",Last Action:05/1/2019 | Senate Committee on Appropriations Refer Unamended to Senate Committee of the Whole,0,"Rep. B. Buentello, Rep. T. Exum, Sen. N. Todd, Sen. D. Coram",Education & School Finance (Pre & K-12),2019 Regular Session,Type:Bill,2019-05-01
1561,HB19-1277,Computer Science Grant Program,/bills/hb19-1277,Concerning the creation of the computer science grant program.,Last Action:05/30/2019 | Governor Signed,1,"Rep. D. Esgar, Rep. L. Cutter, Sen. N. Todd, Sen. F. Winter",Education & School Finance (Pre & K-12),2019 Regular Session,Type:Bill,2019-05-30
1562,HB19-1278,Modifications To Uniform Election Code,/bills/hb19-1278,"Concerning modifications to miscellaneous provisions of the ""Uniform Election Code of 1992"", and, in connection therewith, making an appropriation.",Last Action:05/29/2019 | Governor Signed,1,"Rep. S. Lontine, Sen. S. Fenberg",Elections & Redistricting,2019 Regular Session,Type:Bill,2019-05-29
1563,HB19-1279,Protect Public Health Firegfighter Safety Regulation PFAS Polyfluoroalkyl Substances,/bills/hb19-1279,"Concerning the use of perfluoroalkyl and polyfluoroalkyl substances, and, in connection therewith, making an appropriation.",Last Action:06/3/2019 | Governor Signed,1,"Rep. T. Exum, Rep. L. Landgraf, Sen. P. Lee, Sen. D. Hisey",Local GovernmentProfessions & OccupationsPublic Health,2019 Regular Session,Type:Bill,2019-06-03
1564,HB19-1280,Child College Savings Accounts,/bills/hb19-1280,Concerning the creation of the college kickstarter account program to incentivize the creation of a college savings account for every child born in Colorado.,Last Action:05/13/2019 | Governor Signed,1,"Rep. L. Herod, Rep. K. Becker, Sen. S. Fenberg",Education & School Finance (Pre & K-12),2019 Regular Session,Type:Bill,2019-05-13
1565,HB19-1281,Disability Symbol Identification Document,/bills/hb19-1281,Concerning giving people with disabilities the option to place a symbol documenting the disability on the face of certain identification documents.,Last Action:04/10/2019 | House Committee on Transportation & Local Government Postpone Indefinitely,0,"Rep. S. Bird, Rep. D. Michaelson Jenet",Transportation & Motor Vehicles,2019 Regular Session,Type:Bill,2019-04-10
1566,HB19-1282,Court-appointed Special Advocate Program Oversight,/bills/hb19-1282,Concerning administration of the court-appointed special advocate program.,Last Action:05/28/2019 | Governor Signed,1,"Rep. J. Singer, Rep. D. Michaelson Jenet, Sen. J. Smallwood, Sen. K. Donovan",Children & Domestic MattersCourts & Judicial,2019 Regular Session,Type:Bill,2019-05-28
1567,HB19-1283,Disclosure Of Insurance Liability Coverage,/bills/hb19-1283,"concerning insurance policies, and, in connection therewith, making an appropriation.",Last Action:05/22/2019 | Governor Signed,1,"Rep. D. Roberts, Sen. R. Rodriguez",Insurance,2019 Regular Session,Type:Bill,2019-05-22
1568,HB19-1284,Urban Drainage Flood Control District Board Directors,/bills/hb19-1284,Concerning the board of directors of the urban drainage and flood control district.,Last Action:05/29/2019 | Governor Signed,1,"Rep. B. Titone, Rep. S. Beckman, Sen. C. Holbert, Sen. D. Moreno",Local GovernmentWater,2019 Regular Session,Type:Bill,2019-05-29
1569,HB19-1285,Denver Health Managed Care Organization Contracts With The Department Of Health Care Policy And Financing,/bills/hb19-1285,Concerning the requirement for the department of health care policy and financing to contract with the managed care organization operated by Denver health and hospital authority until the managed care organization ceases to operate a medicaid managed care program.,Last Action:05/31/2019 | Governor Signed,1,"Rep. S. Lontine, Sen. R. Fields",Health Care & Health Insurance,2019 Regular Session,Type:Bill,2019-05-31
1570,HB19-1286,Motor Vehicle Wholesaler Authorized Individuals,/bills/hb19-1286,Concerning limiting the number of people who may sell vehicles to dealers under a wholesaler's license issued by the motor vehicle dealer board.,Last Action:06/3/2019 | Governor Signed,1,"Rep. T. Kraft-Tharp, Rep. L. Liston, Sen. N. Todd",Business & Economic DevelopmentTransportation & Motor Vehicles,2019 Regular Session,Type:Bill,2019-06-03
1571,HB19-1287,Treatment For Opioids And Substance Use Disorders,/bills/hb19-1287,"Concerning methods to increase access to treatment for behavioral health disorders, and, in connection therewith, making an appropriation.",Last Action:05/14/2019 | Governor Signed,1,"Rep. D. Esgar, Rep. J. Wilson, Sen. B. Pettersen, Sen. K. Priola",Health Care & Health InsuranceHuman Services,2019 Regular Session,Type:Bill,2019-05-14
1572,HB19-1288,Foster Youth Sibling Bill Of Rights,/bills/hb19-1288,"Concerning increasing protections to ensure foster youth siblings maintain sibling relationships by providing foster youth siblings with certain rights, and, in connection therewith, establishing the foster youth sibling bill of rights.",Last Action:05/20/2019 | Governor Signed,1,"Rep. J. Singer, Rep. M. Duran, Sen. R. Fields, Sen. L. Crowder",Children & Domestic Matters,2019 Regular Session,Type:Bill,2019-05-20
1573,HB19-1289,Consumer Protection Act,/bills/hb19-1289,"Concerning the creation of additional protections in the Colorado consumer code, and, in connection therewith, enabling enforcement of the ""Colorado Consumer Protection Act"" for reckless acts.",Last Action:05/23/2019 | Governor Signed,1,"Rep. M. Weissman, Sen. M. Foote, Sen. J. Gonzales",Civil LawCourts & Judicial,2019 Regular Session,Type:Bill,2019-05-23
1574,HB19-1290,Examination Applicant Barber And Cosmetologist Act,/bills/hb19-1290,"Concerning the substitution of foreign work experience for the required contact hours by an applicant for examination pursuant to the ""Barber and Cosmetologist Act"".",Last Action:05/16/2019 | Governor Signed,1,"Rep. J. Arndt, Sen. K. Priola",Professions & Occupations,2019 Regular Session,Type:Bill,2019-05-16
1575,HB19-1291,Insurance Disclosures And Supervision,/bills/hb19-1291,"Concerning the supervision of insurers, and, in connection therewith, establishing certain disclosure requirements for insurers.",Last Action:05/16/2019 | Governor Signed,1,"Rep. J. Arndt, Sen. A. Williams, Sen. J. Tate",Insurance,2019 Regular Session,Type:Bill,2019-05-16
1576,HB19-1292,Colorado Resiliency Office Reauthorization Funding,/bills/hb19-1292,"Concerning the reauthorization of the Colorado resiliency office, and, in connection therewith, making an appropriation.",Last Action:05/16/2019 | Signed by the President of the Senate,0,"Rep. J. Singer, Rep. R. Galindo, Sen. J. Ginal",State Government,2019 Regular Session,Type:Bill,2019-05-16
1577,HB19-1293,Government Youth Apprenticeship Program Stipends,/bills/hb19-1293,Concerning the creation of a program to award stipends to governmental entities to assist them in providing government youth apprenticeships.,Last Action:04/17/2019 | House Committee on Business Affairs & Labor Postpone Indefinitely,0,"Rep. B. Buentello, Rep. A. Garnett, Sen. J. Bridges, Sen. B. Rankin",State Government,2019 Regular Session,Type:Bill,2019-04-17
1578,HB19-1294,Transfer Apprenticeship Credit To College Credit,/bills/hb19-1294,"Concerning a requirement that the chief administrative officer of the Colorado community college system create a working group to determine the best manner in which to facilitate the transfer of earned construction industry registered apprenticeship program credit to college credit, and, in connection therewith, making an appropriation.",Last Action:05/28/2019 | Governor Signed,1,"Rep. A. Benavidez, Rep. S. Jaquez Lewis, Sen. T. Story",Higher Education,2019 Regular Session,Type:Bill,2019-05-28
